0.0000000000000000E+00	1.4000000000000001E+00
1.0000200004000079E+02	1.4000029288824938E+00
2.0000400008000159E+02	1.4000058578802448E+00
3.0000600012000240E+02	1.4000087869831612E+00
4.0000800016000318E+02	1.4000117161826737E+00
5.0001000020000396E+02	1.4000146454784304E+00
6.0001200024000480E+02	1.4000175748783168E+00
7.0001400028000558E+02	1.4000205043927867E+00
8.0001600032000636E+02	1.4000234340272120E+00
9.0001800036000714E+02	1.4000263637775316E+00
1.0000200004000079E+03	1.4000292936335827E+00
1.1000220004400087E+03	1.4000322235863840E+00
1.2000240004800096E+03	1.4000351536350597E+00
1.3000260005200103E+03	1.4000380837876727E+00
1.4000280005600112E+03	1.4000410140548725E+00
1.5000300006000118E+03	1.4000439444421695E+00
1.6000320006400127E+03	1.4000468749453734E+00
1.7000340006800136E+03	1.4000498055538688E+00
1.8000360007200143E+03	1.4000527362588320E+00
1.9000380007600152E+03	1.4000556670597588E+00
2.0000400008000158E+03	1.4000585979652609E+00
2.1000420008400165E+03	1.4000615289861582E+00
2.2000440008800174E+03	1.4000644601271983E+00
2.3000460009200183E+03	1.4000673913834314E+00
2.4000480009600192E+03	1.4000703227437146E+00
2.5000500010000201E+03	1.4000732541997591E+00
2.6000520010400205E+03	1.4000761857523902E+00
2.7000540010800214E+03	1.4000791174110725E+00
2.8000560011200223E+03	1.4000820491866071E+00
2.9000580011600232E+03	1.4000849810822522E+00
3.0000600012000236E+03	1.4000879130914259E+00
3.1000620012400245E+03	1.4000908452026071E+00
3.2000640012800254E+03	1.4000937774086413E+00
3.3000660013200263E+03	1.4000967097126606E+00
3.4000680013600272E+03	1.4000996421253269E+00
3.5000700014000276E+03	1.4001025746566123E+00
3.6000720014400285E+03	1.4001055073073536E+00
3.7000740014800294E+03	1.4001084400688570E+00
3.8000760015200303E+03	1.4001113729296304E+00
3.9000780015600308E+03	1.4001143058848862E+00
4.0000800016000317E+03	1.4001172389406400E+00
4.1000820016400330E+03	1.4001201721085432E+00
4.2000840016800330E+03	1.4001231053966445E+00
4.3000860017200339E+03	1.4001260388024066E+00
4.4000880017600348E+03	1.4001289723148487E+00
4.5000900018000357E+03	1.4001319059237447E+00
4.6000920018400366E+03	1.4001348396278590E+00
4.7000940018800375E+03	1.4001377734363929E+00
4.8000960019200384E+03	1.4001407073609917E+00
4.9000980019600393E+03	1.4001436414060544E+00
5.0001000020000401E+03	1.4001465755650611E+00
5.1001020020400401E+03	1.4001495098257091E+00
5.2001040020800410E+03	1.4001524441806579E+00
5.3001060021200419E+03	1.4001553786335048E+00
